order_name,order_id,store_id,order_date,status,delivery_eta,
,,710786,,Delivered,-,
,,153447,,Pending,07/01/1900,
,,752372,,Delivered,-,
,,538131,,Not Delivered,-,
,,749037,,Delivered,-,
,,669955,,Pending,07/01/1900,
,,584187,,Pending,07/01/1900,
,,364838,,Not Delivered,-,
,,279748,,Pending,07/01/1900,
,,705390,,Not Delivered,-,
,,530066,,Not Delivered,-,
,,312706,,Pending,07/01/1900,
,,666707,,Pending,07/01/1900,
,,889827,,Delivered,-,
,,902411,,Pending,07/01/1900,
,,645436,,Delivered,-,
,,113854,,Delivered,-,
,,149596,,Not Delivered,-,
,,812121,,Pending,07/01/1900,
,,806872,,Delivered,-,
,,560342,,Pending,07/01/1900,
,,853512,,Pending,07/01/1900,
,,540323,,Pending,07/01/1900,
,,869330,,Not Delivered,-,
,,510213,,Not Delivered,-,
,,863800,,Pending,07/01/1900,
,,119614,,Pending,07/01/1900,
,,913471,,Pending,07/01/1900,
,,448890,,Not Delivered,-,
,,503641,,Not Delivered,-,
,,912094,,Not Delivered,-,
,,334554,,Delivered,-,
,,812493,,Delivered,-,
,,663185,,Pending,07/01/1900,
,,655978,,Pending,07/01/1900,
,,582558,,Not Delivered,-,
,,178467,,Not Delivered,-,
,,425769,,Not Delivered,-,
,,377186,,Delivered,-,
,,475389,,Pending,07/01/1900,
,,707341,,Not Delivered,-,
,,777508,,Pending,07/01/1900,
,,839431,,Delivered,-,
,,651524,,Pending,07/01/1900,
,,176053,,Delivered,-,
,,746672,,Pending,07/01/1900,
,,365981,,Pending,07/01/1900,
,,685444,,Delivered,-,
,,936571,,Delivered,-,
,,729820,,Not Delivered,-,
,,192027,,Delivered,-,
,,411739,,Pending,07/01/1900,
,,979923,,Pending,07/01/1900,
,,633879,,Not Delivered,-,
,,917961,,Pending,07/01/1900,
,,602988,,Pending,07/01/1900,
,,180703,,Not Delivered,-,
,,948326,,Pending,07/01/1900,
,,897304,,Delivered,-,
,,609046,,Pending,07/01/1900,
,,463832,,Not Delivered,-,
,,807056,,Pending,07/01/1900,
,,290836,,Pending,07/01/1900,
,,744440,,Not Delivered,-,
,,838271,,Pending,07/01/1900,
,,191814,,Pending,07/01/1900,
,,549864,,Delivered,-,
,,139422,,Not Delivered,-,
,,967203,,Not Delivered,-,
,,382757,,Not Delivered,-,
,,239407,,Not Delivered,-,
,,646595,,Not Delivered,-,
,,599134,,Pending,07/01/1900,
,,162295,,Delivered,-,
,,322563,,Pending,07/01/1900,
,,428045,,Delivered,-,
,,203776,,Pending,07/01/1900,
,,426170,,Not Delivered,-,
,,464015,,Delivered,-,
,,762607,,Pending,07/01/1900,
,,496224,,Pending,07/01/1900,
,,944157,,Pending,07/01/1900,
,,814864,,Delivered,-,
,,671212,,Delivered,-,
,,521371,,Delivered,-,
,,999488,,Not Delivered,-,
,,221592,,Pending,07/01/1900,
,,397758,,Pending,07/01/1900,
,,983880,,Pending,07/01/1900,
,,408721,,Pending,07/01/1900,
,,265940,,Not Delivered,-,
,,412262,,Delivered,-,
,,549605,,Delivered,-,
,,477161,,Delivered,-,
,,511300,,Delivered,-,
,,243951,,Not Delivered,-,
,,925546,,Pending,07/01/1900,
,,979600,,Pending,07/01/1900,
,,409002,,Not Delivered,-,
,,799161,,Not Delivered,-,
,,839629,,Pending,07/01/1900,
,,289936,,Delivered,-,
,,312128,,Delivered,-,
,,697385,,Pending,07/01/1900,
,,494398,,Not Delivered,-,
,,935976,,Pending,07/01/1900,
,,907294,,Pending,07/01/1900,
,,285884,,Pending,07/01/1900,
,,855253,,Not Delivered,-,
,,196953,,Pending,07/01/1900,
,,496316,,Delivered,-,
,,704346,,Delivered,-,
,,328324,,Pending,07/01/1900,
,,812110,,Delivered,-,
,,982028,,Pending,07/01/1900,
,,413236,,Not Delivered,-,
,,938766,,Delivered,-,
,,580652,,Pending,07/01/1900,
,,995818,,Delivered,-,
,,615594,,Delivered,-,
,,295488,,Delivered,-,
,,647611,,Pending,07/01/1900,
,,350263,,Delivered,-,
,,697058,,Delivered,-,
,,330211,,Not Delivered,-,
,,477160,,Pending,07/01/1900,
,,583449,,Not Delivered,-,
,,543459,,Pending,07/01/1900,
,,546499,,Delivered,-,
,,974717,,Delivered,-,
,,445921,,Pending,07/01/1900,
,,874622,,Pending,07/01/1900,
,,142614,,Pending,07/01/1900,
,,387990,,Not Delivered,-,
,,196463,,Not Delivered,-,
,,449370,,Delivered,-,
,,191718,,Not Delivered,-,
,,581328,,Pending,07/01/1900,
,,256016,,Not Delivered,-,
,,967701,,Pending,07/01/1900,
,,613213,,Pending,07/01/1900,
,,961317,,Delivered,-,
,,719727,,Pending,07/01/1900,
,,267590,,Delivered,-,
,,911896,,Pending,07/01/1900,
,,960131,,Delivered,-,
,,733903,,Pending,07/01/1900,
,,463765,,Pending,07/01/1900,
,,414449,,Not Delivered,-,
,,535759,,Not Delivered,-,
,,859758,,Delivered,-,
,,839173,,Not Delivered,-,
,,145077,,Not Delivered,-,
,,664949,,Pending,07/01/1900,
,,387890,,Not Delivered,-,
,,657778,,Pending,07/01/1900,
,,768851,,Delivered,-,
,,231948,,Not Delivered,-,
,,905001,,Pending,07/01/1900,
,,501095,,Delivered,-,
,,439389,,Pending,07/01/1900,
,,368132,,Pending,07/01/1900,
,,855087,,Delivered,-,
,,744143,,Pending,07/01/1900,
,,267221,,Delivered,-,
,,990790,,Not Delivered,-,
,,589712,,Not Delivered,-,
,,167741,,Not Delivered,-,
,,971998,,Pending,07/01/1900,
,,798196,,Not Delivered,-,
,,657944,,Pending,07/01/1900,
,,494935,,Delivered,-,
,,319590,,Delivered,-,
,,614675,,Delivered,-,
,,700997,,Not Delivered,-,
,,548581,,Delivered,-,
,,998140,,Delivered,-,
,,882482,,Not Delivered,-,
,,779375,,Pending,07/01/1900,
,,841113,,Delivered,-,
,,720418,,Delivered,-,
,,490425,,Delivered,-,
,,217281,,Delivered,-,
,,712839,,Delivered,-,
,,783281,,Pending,07/01/1900,
,,463302,,Not Delivered,-,
,,745692,,Delivered,-,
,,302880,,Not Delivered,-,
,,140614,,Not Delivered,-,
,,395834,,Pending,07/01/1900,
,,973630,,Pending,07/01/1900,
,,264329,,Delivered,-,
,,409626,,Pending,07/01/1900,
,,421594,,Pending,07/01/1900,
,,212787,,Not Delivered,-,
,,429177,,Delivered,-,
,,285897,,Not Delivered,-,
,,687509,,Not Delivered,-,
,,695680,,Delivered,-,
,,235546,,Not Delivered,-,
,,733717,,Delivered,-,
,,537279,,Delivered,-,
,,355035,,Pending,07/01/1900,
,,260274,,Pending,07/01/1900,
,,346608,,Pending,07/01/1900,
,,882982,,Delivered,-,
,,526679,,Delivered,-,
,,905115,,Delivered,-,
,,135403,,Pending,07/01/1900,
,,434619,,Pending,07/01/1900,
,,525777,,Not Delivered,-,
,,507780,,Not Delivered,-,
,,735810,,Pending,07/01/1900,
,,224774,,Pending,07/01/1900,
,,412431,,Delivered,-,
,,416206,,Pending,07/01/1900,
,,381276,,Not Delivered,-,
,,836747,,Not Delivered,-,
,,721672,,Delivered,-,
,,216704,,Delivered,-,
,,461430,,Pending,07/01/1900,
,,847011,,Delivered,-,
,,903257,,Not Delivered,-,
,,380246,,Not Delivered,-,
,,480759,,Pending,07/01/1900,
,,346190,,Pending,07/01/1900,
,,344696,,Pending,07/01/1900,
,,897175,,Delivered,-,
,,114278,,Delivered,-,
,,601648,,Not Delivered,-,
,,339761,,Not Delivered,-,
,,798931,,Delivered,-,
,,836460,,Not Delivered,-,
,,985343,,Pending,07/01/1900,
,,144886,,Delivered,-,
,,121792,,Not Delivered,-,
,,586351,,Delivered,-,
,,200679,,Pending,07/01/1900,
,,946933,,Not Delivered,-,
,,702348,,Not Delivered,-,
,,332959,,Not Delivered,-,
,,187077,,Not Delivered,-,
,,284526,,Delivered,-,
,,578606,,Delivered,-,
,,269860,,Delivered,-,
,,171593,,Pending,07/01/1900,
,,471375,,Not Delivered,-,
,,555624,,Not Delivered,-,
,,504860,,Pending,07/01/1900,
,,580989,,Pending,07/01/1900,
,,113848,,Not Delivered,-,
,,655828,,Pending,07/01/1900,
,,720980,,Delivered,-,
,,223268,,Delivered,-,
,,335340,,Pending,07/01/1900,
,,788164,,Pending,07/01/1900,
,,879597,,Delivered,-,
,,646483,,Pending,07/01/1900,
,,591810,,Not Delivered,-,
,,631490,,Not Delivered,-,
,,723158,,Not Delivered,-,
,,543275,,Not Delivered,-,
,,794425,,Not Delivered,-,
,,160618,,Delivered,-,
,,304789,,Pending,07/01/1900,
,,531697,,Delivered,-,
,,200565,,Delivered,-,
,,956842,,Pending,07/01/1900,
,,649219,,Delivered,-,
,,336028,,Not Delivered,-,
,,159610,,Not Delivered,-,
,,217839,,Not Delivered,-,
,,428966,,Not Delivered,-,
,,368474,,Not Delivered,-,
,,611442,,Not Delivered,-,
,,454361,,Delivered,-,
,,797327,,Not Delivered,-,
,,425943,,Not Delivered,-,
,,814882,,Delivered,-,
,,171644,,Delivered,-,
,,130886,,Not Delivered,-,
,,423088,,Delivered,-,
,,405236,,Pending,07/01/1900,
,,301254,,Not Delivered,-,
,,480267,,Not Delivered,-,
,,953623,,Pending,07/01/1900,
,,632010,,Not Delivered,-,
,,441441,,Not Delivered,-,
,,597337,,Pending,07/01/1900,
,,714584,,Not Delivered,-,
,,541506,,Pending,07/01/1900,
,,130699,,Not Delivered,-,
,,426126,,Pending,07/01/1900,
,,173401,,Pending,07/01/1900,
,,902306,,Pending,07/01/1900,
,,467594,,Pending,07/01/1900,
,,608365,,Pending,07/01/1900,
,,284788,,Not Delivered,-,
,,444970,,Not Delivered,-,
,,588465,,Delivered,-,
,,541834,,Not Delivered,-,
,,149519,,Pending,07/01/1900,
,,595942,,Delivered,-,
,,789554,,Delivered,-,
,,835655,,Pending,07/01/1900,
,,942528,,Not Delivered,-,
,,260660,,Not Delivered,-,
,,363350,,Delivered,-,
,,915822,,Not Delivered,-,
,,244038,,Pending,07/01/1900,
,,844832,,Not Delivered,-,
,,101012,,Pending,07/01/1900,
,,798058,,Not Delivered,-,
,,267316,,Pending,07/01/1900,
,,910573,,Not Delivered,-,
,,127286,,Delivered,-,
,,911800,,Pending,07/01/1900,
,,244383,,Delivered,-,
,,406537,,Delivered,-,
,,800498,,Delivered,-,
,,372886,,Delivered,-,
,,560342,,Pending,07/01/1900,
,,940356,,Delivered,-,
,,430874,,Pending,07/01/1900,
,,652742,,Not Delivered,-,
,,222797,,Delivered,-,
,,141913,,Pending,07/01/1900,
,,236924,,Delivered,-,
,,731375,,Delivered,-,
,,598669,,Delivered,-,
,,153746,,Not Delivered,-,
,,967565,,Delivered,-,
,,636207,,Delivered,-,
,,143373,,Pending,07/01/1900,
,,420763,,Delivered,-,
,,326137,,Pending,07/01/1900,
,,541663,,Pending,07/01/1900,
,,680015,,Not Delivered,-,
,,296186,,Delivered,-,
,,478130,,Not Delivered,-,
,,729506,,Pending,07/01/1900,
,,372247,,Pending,07/01/1900,
,,520247,,Delivered,-,
,,191333,,Not Delivered,-,
,,474454,,Not Delivered,-,
,,550396,,Delivered,-,
,,628825,,Not Delivered,-,
,,140482,,Not Delivered,-,
,,483525,,Pending,07/01/1900,
,,576868,,Delivered,-,
,,518747,,Not Delivered,-,
,,431293,,Delivered,-,
,,214772,,Not Delivered,-,
,,394596,,Pending,07/01/1900,
,,447025,,Not Delivered,-,
,,584794,,Not Delivered,-,
,,364993,,Not Delivered,-,
,,369002,,Pending,07/01/1900,
,,978852,,Not Delivered,-,
,,820458,,Delivered,-,
,,991747,,Not Delivered,-,
,,287346,,Pending,07/01/1900,
,,184954,,Delivered,-,
,,292648,,Delivered,-,
,,385673,,Delivered,-,
,,462588,,Pending,07/01/1900,
,,609650,,Delivered,-,
,,767021,,Delivered,-,
,,779505,,Not Delivered,-,
,,151605,,Not Delivered,-,
,,620682,,Not Delivered,-,
,,897583,,Delivered,-,
,,105283,,Pending,07/01/1900,
,,360600,,Delivered,-,
,,316371,,Not Delivered,-,
,,380801,,Pending,07/01/1900,
,,674707,,Not Delivered,-,
,,508730,,Not Delivered,-,
,,906534,,Pending,07/01/1900,
,,756373,,Delivered,-,
,,115198,,Not Delivered,-,
,,510406,,Delivered,-,
,,617627,,Not Delivered,-,
,,685132,,Delivered,-,
,,577964,,Not Delivered,-,
,,293105,,Delivered,-,
,,818135,,Not Delivered,-,
,,795249,,Pending,07/01/1900,
,,157074,,Pending,07/01/1900,
,,710170,,Delivered,-,
,,259229,,Delivered,-,
,,620351,,Delivered,-,
,,326419,,Pending,07/01/1900,
,,775747,,Not Delivered,-,
,,872407,,Delivered,-,
,,605321,,Pending,07/01/1900,
,,415326,,Delivered,-,
,,694733,,Delivered,-,
,,570177,,Pending,07/01/1900,
,,933268,,Delivered,-,
,,301858,,Delivered,-,
,,305163,,Delivered,-,
,,290517,,Not Delivered,-,
,,607257,,Not Delivered,-,
,,335612,,Not Delivered,-,
,,231772,,Delivered,-,
,,131391,,Not Delivered,-,
,,957446,,Delivered,-,
,,894312,,Not Delivered,-,
,,397428,,Not Delivered,-,
,,427436,,Delivered,-,
,,957369,,Pending,07/01/1900,
,,731584,,Delivered,-,
,,674169,,Not Delivered,-,
,,693027,,Not Delivered,-,
,,137005,,Delivered,-,
,,968052,,Delivered,-,
,,428781,,Not Delivered,-,
,,990196,,Not Delivered,-,
,,779420,,Not Delivered,-,
,,336762,,Delivered,-,
,,668212,,Delivered,-,
,,440034,,Delivered,-,
,,217879,,Not Delivered,-,
,,333813,,Pending,07/01/1900,
,,961218,,Pending,07/01/1900,
,,609236,,Not Delivered,-,
,,696162,,Pending,07/01/1900,
,,416146,,Not Delivered,-,
,,201887,,Pending,07/01/1900,
,,947747,,Delivered,-,
,,760880,,Delivered,-,
,,699262,,Not Delivered,-,
,,528512,,Not Delivered,-,
,,716212,,Pending,07/01/1900,
,,384241,,Not Delivered,-,
,,397826,,Not Delivered,-,
,,703391,,Not Delivered,-,
,,698115,,Pending,07/01/1900,
,,736042,,Pending,07/01/1900,
,,763977,,Not Delivered,-,
,,323760,,Pending,07/01/1900,
,,137108,,Delivered,-,
,,685331,,Delivered,-,
,,205569,,Pending,07/01/1900,
,,759578,,Not Delivered,-,
,,865673,,Delivered,-,
,,724074,,Pending,07/01/1900,
,,974225,,Delivered,-,
,,171590,,Not Delivered,-,
,,516746,,Delivered,-,
,,654440,,Pending,07/01/1900,
,,669649,,Not Delivered,-,
,,128838,,Not Delivered,-,
,,140830,,Delivered,-,
,,291554,,Not Delivered,-,
,,229277,,Not Delivered,-,
,,518102,,Pending,07/01/1900,
,,207719,,Not Delivered,-,
,,384149,,Delivered,-,
,,918779,,Pending,07/01/1900,
,,906586,,Not Delivered,-,
,,714595,,Delivered,-,
,,595055,,Not Delivered,-,
,,727451,,Delivered,-,
,,905123,,Delivered,-,
,,585236,,Not Delivered,-,
,,241799,,Pending,07/01/1900,
,,271176,,Pending,07/01/1900,
,,475482,,Delivered,-,
,,811835,,Pending,07/01/1900,
,,274674,,Delivered,-,
,,188325,,Delivered,-,
,,170568,,Delivered,-,
,,701317,,Not Delivered,-,
,,377959,,Delivered,-,
,,745563,,Pending,07/01/1900,
,,630785,,Not Delivered,-,
,,948467,,Delivered,-,
,,896140,,Not Delivered,-,
,,282449,,Delivered,-,
,,667022,,Not Delivered,-,
,,438109,,Delivered,-,
,,913477,,Pending,07/01/1900,
,,764275,,Delivered,-,
,,870220,,Delivered,-,
,,948237,,Not Delivered,-,
,,517399,,Delivered,-,
,,673056,,Not Delivered,-,
,,878154,,Not Delivered,-,
,,511436,,Not Delivered,-,
,,883010,,Pending,07/01/1900,
,,478515,,Pending,07/01/1900,
,,542729,,Pending,07/01/1900,
,,945390,,Delivered,-,
,,768237,,Delivered,-,
,,158542,,Pending,07/01/1900,
,,467933,,Delivered,-,
,,352712,,Delivered,-,
,,237044,,Pending,07/01/1900,
,,171899,,Pending,07/01/1900,
,,133029,,Not Delivered,-,
,,869953,,Not Delivered,-,
,,253828,,Not Delivered,-,
,,613574,,Not Delivered,-,
,,834256,,Not Delivered,-,
,,438085,,Pending,07/01/1900,
,,369354,,Not Delivered,-,
,,842228,,Not Delivered,-,
,,970159,,Not Delivered,-,
,,120411,,Not Delivered,-,
,,715030,,Delivered,-,
,,217082,,Pending,07/01/1900,
,,627317,,Delivered,-,
,,272908,,Delivered,-,
,,229112,,Delivered,-,
,,733354,,Pending,07/01/1900,
,,183930,,Pending,07/01/1900,
,,535356,,Delivered,-,
,,730962,,Delivered,-,
,,659330,,Delivered,-,
,,827184,,Delivered,-,
,,570875,,Delivered,-,
,,721336,,Pending,07/01/1900,
,,495430,,Pending,07/01/1900,
,,196322,,Pending,07/01/1900,
,,610711,,Not Delivered,-,
,,720690,,Pending,07/01/1900,
,,585543,,Pending,07/01/1900,
,,521873,,Pending,07/01/1900,
,,484376,,Pending,07/01/1900,
,,140893,,Pending,07/01/1900,
,,384498,,Delivered,-,
,,769456,,Delivered,-,
,,519895,,Not Delivered,-,
,,269458,,Delivered,-,
,,815237,,Not Delivered,-,
,,204818,,Delivered,-,
,,164040,,Not Delivered,-,
,,251418,,Delivered,-,
,,907293,,Pending,07/01/1900,
,,669502,,Delivered,-,
,,166166,,Not Delivered,-,
,,671277,,Pending,07/01/1900,
,,148032,,Not Delivered,-,
,,824731,,Pending,07/01/1900,
,,761055,,Not Delivered,-,
,,153537,,Delivered,-,
,,912098,,Delivered,-,
,,349869,,Not Delivered,-,
,,142582,,Delivered,-,
,,136886,,Not Delivered,-,
,,780540,,Not Delivered,-,
,,331402,,Not Delivered,-,
,,421678,,Not Delivered,-,
,,479951,,Pending,07/01/1900,
,,495275,,Not Delivered,-,
,,828506,,Delivered,-,
,,655105,,Not Delivered,-,
,,228603,,Not Delivered,-,
,,832554,,Delivered,-,
,,407951,,Not Delivered,-,
,,255627,,Not Delivered,-,
,,629890,,Not Delivered,-,
,,501955,,Pending,07/01/1900,
,,565669,,Not Delivered,-,
,,882841,,Delivered,-,
,,747788,,Not Delivered,-,
,,326751,,Delivered,-,
,,420143,,Delivered,-,
,,629385,,Not Delivered,-,
,,198930,,Not Delivered,-,
,,898129,,Not Delivered,-,
,,748081,,Pending,07/01/1900,
,,638907,,Pending,07/01/1900,
,,422189,,Delivered,-,
,,449026,,Delivered,-,
,,516934,,Not Delivered,-,
,,316114,,Pending,07/01/1900,
,,586514,,Pending,07/01/1900,
,,986797,,Not Delivered,-,
,,312875,,Not Delivered,-,
,,647817,,Delivered,-,
,,580142,,Delivered,-,
,,580584,,Delivered,-,
,,311868,,Not Delivered,-,
,,241128,,Not Delivered,-,
,,139616,,Not Delivered,-,
,,208648,,Pending,07/01/1900,
,,148918,,Pending,07/01/1900,
,,825486,,Pending,07/01/1900,
,,622065,,Not Delivered,-,
,,361331,,Delivered,-,
,,440975,,Not Delivered,-,
,,511468,,Not Delivered,-,
,,257430,,Not Delivered,-,
,,223087,,Not Delivered,-,
,,255015,,Not Delivered,-,
,,733228,,Not Delivered,-,
,,614544,,Delivered,-,
,,219848,,Pending,07/01/1900,
,,131617,,Pending,07/01/1900,
,,341884,,Not Delivered,-,
,,218013,,Delivered,-,
,,164431,,Not Delivered,-,
,,821984,,Pending,07/01/1900,
,,672536,,Not Delivered,-,
,,158367,,Delivered,-,
,,465640,,Delivered,-,
,,407318,,Delivered,-,
,,918557,,Pending,07/01/1900,
,,468641,,Delivered,-,
,,378880,,Not Delivered,-,
,,354993,,Pending,07/01/1900,
,,419396,,Not Delivered,-,
,,453379,,Delivered,-,
,,460961,,Delivered,-,
,,376396,,Delivered,-,
,,817344,,Not Delivered,-,
,,647853,,Pending,07/01/1900,
,,156909,,Not Delivered,-,
,,950152,,Not Delivered,-,
,,618258,,Delivered,-,
,,995467,,Pending,07/01/1900,
,,101716,,Not Delivered,-,
,,928381,,Not Delivered,-,
,,101920,,Not Delivered,-,
,,886418,,Pending,07/01/1900,
,,407477,,Delivered,-,
,,781903,,Not Delivered,-,
,,384042,,Delivered,-,
,,237364,,Not Delivered,-,
,,348264,,Not Delivered,-,
,,328332,,Pending,07/01/1900,
,,803108,,Pending,07/01/1900,
,,258110,,Not Delivered,-,
,,282565,,Pending,07/01/1900,
,,811615,,Pending,07/01/1900,
,,358860,,Not Delivered,-,
,,928651,,Not Delivered,-,
,,908413,,Not Delivered,-,
,,818442,,Pending,07/01/1900,
,,938047,,Delivered,-,
,,285588,,Delivered,-,
,,850303,,Delivered,-,
,,738339,,Delivered,-,
,,551289,,Not Delivered,-,
,,672051,,Not Delivered,-,
,,894856,,Delivered,-,
,,100351,,Delivered,-,
,,119149,,Not Delivered,-,
,,193875,,Not Delivered,-,
,,287504,,Not Delivered,-,
,,916355,,Delivered,-,
,,553181,,Pending,07/01/1900,
,,683130,,Not Delivered,-,
,,598934,,Delivered,-,
,,520155,,Not Delivered,-,
,,224635,,Not Delivered,-,
,,376750,,Delivered,-,
,,874879,,Not Delivered,-,
,,736369,,Pending,07/01/1900,
,,792619,,Delivered,-,
,,351786,,Not Delivered,-,
,,598928,,Pending,07/01/1900,
,,200280,,Delivered,-,
,,271193,,Not Delivered,-,
,,997072,,Not Delivered,-,
,,228680,,Not Delivered,-,
,,986500,,Pending,07/01/1900,
,,508106,,Not Delivered,-,
,,295389,,Delivered,-,
,,495864,,Not Delivered,-,
,,764602,,Delivered,-,
,,758538,,Pending,07/01/1900,
,,379450,,Pending,07/01/1900,
,,411935,,Not Delivered,-,
,,496591,,Pending,07/01/1900,
,,890426,,Pending,07/01/1900,
,,282465,,Delivered,-,
,,365245,,Not Delivered,-,
,,575372,,Pending,07/01/1900,
,,983163,,Pending,07/01/1900,
,,717005,,Delivered,-,
,,141853,,Not Delivered,-,
,,775142,,Not Delivered,-,
,,575625,,Pending,07/01/1900,
,,721027,,Not Delivered,-,
,,433524,,Delivered,-,
,,782761,,Pending,07/01/1900,
,,745964,,Not Delivered,-,
,,485597,,Delivered,-,
,,240843,,Not Delivered,-,
,,878712,,Delivered,-,
,,162049,,Pending,07/01/1900,
,,487652,,Delivered,-,
,,698700,,Pending,07/01/1900,
,,864419,,Delivered,-,
,,737539,,Delivered,-,
,,219389,,Pending,07/01/1900,
,,489699,,Pending,07/01/1900,
,,534011,,Pending,07/01/1900,
,,870467,,Not Delivered,-,
,,457002,,Pending,07/01/1900,
,,103340,,Pending,07/01/1900,
,,436522,,Pending,07/01/1900,
,,146756,,Not Delivered,-,
,,853862,,Not Delivered,-,
,,372707,,Delivered,-,
,,605203,,Delivered,-,
,,209047,,Pending,07/01/1900,
,,362421,,Not Delivered,-,
,,888422,,Not Delivered,-,
,,602359,,Pending,07/01/1900,
,,150297,,Not Delivered,-,
,,459693,,Delivered,-,
,,197064,,Delivered,-,
,,321536,,Not Delivered,-,
,,988155,,Delivered,-,
,,125457,,Delivered,-,
,,150731,,Delivered,-,
,,157433,,Pending,07/01/1900,
,,590365,,Pending,07/01/1900,
,,751482,,Delivered,-,
,,440069,,Pending,07/01/1900,
,,827734,,Delivered,-,
,,147884,,Not Delivered,-,
,,731419,,Delivered,-,
,,561624,,Delivered,-,
,,768000,,Pending,07/01/1900,
,,471863,,Pending,07/01/1900,
,,140351,,Not Delivered,-,
,,550725,,Pending,07/01/1900,
,,831000,,Not Delivered,-,
,,460679,,Pending,07/01/1900,
,,960747,,Not Delivered,-,
,,197377,,Pending,07/01/1900,
,,588080,,Delivered,-,
,,521724,,Not Delivered,-,
,,987337,,Not Delivered,-,
,,193014,,Not Delivered,-,
,,930509,,Pending,07/01/1900,
,,501907,,Pending,07/01/1900,
,,913383,,Pending,07/01/1900,
,,579519,,Pending,07/01/1900,
,,491671,,Delivered,-,
,,400005,,Not Delivered,-,
,,786443,,Delivered,-,
,,143150,,Pending,07/01/1900,
,,404005,,Not Delivered,-,
,,533184,,Pending,07/01/1900,
,,139805,,Not Delivered,-,
,,573835,,Not Delivered,-,
,,506107,,Pending,07/01/1900,
,,333536,,Delivered,-,
,,437256,,Not Delivered,-,
,,783837,,Delivered,-,
,,172428,,Pending,07/01/1900,
,,177172,,Delivered,-,
,,943313,,Delivered,-,
,,284613,,Pending,07/01/1900,
,,687426,,Pending,07/01/1900,
,,249036,,Pending,07/01/1900,
,,611972,,Pending,07/01/1900,
,,237921,,Pending,07/01/1900,
,,827826,,Pending,07/01/1900,
,,481589,,Delivered,-,
,,836161,,Not Delivered,-,
,,403234,,Not Delivered,-,
,,309787,,Delivered,-,
,,884219,,Pending,07/01/1900,
,,681949,,Delivered,-,
,,886883,,Pending,07/01/1900,
,,138173,,Delivered,-,
,,539572,,Delivered,-,
,,374781,,Delivered,-,
,,470929,,Pending,07/01/1900,
,,402621,,Pending,07/01/1900,
,,429738,,Pending,07/01/1900,
,,519264,,Pending,07/01/1900,
,,389224,,Not Delivered,-,
,,558252,,Delivered,-,
,,514959,,Pending,07/01/1900,
,,435273,,Delivered,-,
,,313914,,Delivered,-,
,,778595,,Delivered,-,
,,463479,,Pending,07/01/1900,
,,391944,,Pending,07/01/1900,
,,916111,,Not Delivered,-,
,,914680,,Delivered,-,
,,339299,,Not Delivered,-,
,,937033,,Not Delivered,-,
,,990385,,Not Delivered,-,
,,532572,,Delivered,-,
,,345403,,Pending,07/01/1900,
,,183386,,Delivered,-,
,,440022,,Pending,07/01/1900,
,,710671,,Pending,07/01/1900,
,,768453,,Not Delivered,-,
,,836981,,Delivered,-,
,,962141,,Delivered,-,
,,216387,,Pending,07/01/1900,
,,917761,,Pending,07/01/1900,
,,469511,,Not Delivered,-,
,,165494,,Not Delivered,-,
,,238297,,Not Delivered,-,
,,633333,,Pending,07/01/1900,
,,830622,,Not Delivered,-,
,,336352,,Delivered,-,
,,811510,,Pending,07/01/1900,
,,482487,,Pending,07/01/1900,
,,536127,,Delivered,-,
,,363646,,Delivered,-,
,,502459,,Not Delivered,-,
,,604070,,Pending,07/01/1900,
,,701131,,Not Delivered,-,
,,950507,,Delivered,-,
,,701972,,Not Delivered,-,
,,227120,,Pending,07/01/1900,
,,180435,,Not Delivered,-,
,,328627,,Delivered,-,
,,427838,,Pending,07/01/1900,
,,993599,,Pending,07/01/1900,
,,714732,,Delivered,-,
,,563679,,Pending,07/01/1900,
,,350194,,Not Delivered,-,
,,255630,,Pending,07/01/1900,
,,863755,,Not Delivered,-,
,,602721,,Pending,07/01/1900,
,,985195,,Delivered,-,
,,310057,,Not Delivered,-,
,,459335,,Pending,07/01/1900,
,,360933,,Pending,07/01/1900,
,,100415,,Not Delivered,-,
,,133473,,Delivered,-,
,,166345,,Delivered,-,
,,649987,,Not Delivered,-,
,,582007,,Pending,07/01/1900,
,,550964,,Pending,07/01/1900,
,,339300,,Delivered,-,
,,613960,,Pending,07/01/1900,
,,575369,,Not Delivered,-,
,,360326,,Pending,07/01/1900,
,,937427,,Delivered,-,
,,348490,,Delivered,-,
,,431579,,Delivered,-,
,,156499,,Not Delivered,-,
,,506396,,Not Delivered,-,
,,329555,,Delivered,-,
,,115655,,Delivered,-,
,,758488,,Delivered,-,
,,373722,,Not Delivered,-,
,,283820,,Delivered,-,
,,479601,,Delivered,-,
,,335665,,Not Delivered,-,
,,968809,,Not Delivered,-,
,,752348,,Delivered,-,
,,881644,,Pending,07/01/1900,
,,868376,,Not Delivered,-,
,,105547,,Pending,07/01/1900,
,,193607,,Delivered,-,
,,518916,,Not Delivered,-,
,,419729,,Not Delivered,-,
,,409012,,Delivered,-,
,,142348,,Delivered,-,
,,364628,,Not Delivered,-,
,,558988,,Not Delivered,-,
,,421764,,Delivered,-,
,,581502,,Not Delivered,-,
,,526640,,Delivered,-,
,,520406,,Not Delivered,-,
,,923003,,Not Delivered,-,
,,357780,,Not Delivered,-,
,,428378,,Delivered,-,
,,788949,,Pending,07/01/1900,
