warehouse number,warehouse_id,warehouse_address,cargo_arrival,shipment_errors,customer_rating,total_capacity,remaining_capacity,store_id,sku
4861,437918,,Ship,4,1,"2,100,000","2,100,000",623138,664482
4862,691457,,Ship,3,4,"9,500,000","9,500,000",555501,403811
4863,504336,,Ship,4,3,"3,500,000","3,500,000",883810,316400
4864,655631,,Ship,4,1,"8,300,000","8,300,000",622162,703232
4865,836896,,Ship,5,4,"1,400,000","1,400,000",633957,174233
4866,522495,,Ship,4,5,"9,600,000","9,600,000",407126,405106
4867,617323,,Ship,4,3,"7,500,000","7,500,000",728442,854729
4868,674236,,Ship,3,3,"5,400,000","5,400,000",226129,826306
4869,892648,,Ship,4,3,"3,200,000","3,200,000",564970,642984
4870,270651,,Ship,3,2,"3,200,000","3,200,000",619880,786054
4871,402577,,Ship,3,3,"4,500,000","4,500,000",201277,932537
4872,613124,,Ship,4,4,"4,500,000","4,500,000",809616,262762
4873,216919,,Ship,6,4,"9,100,000","9,100,000",283832,580927
4874,463534,,Ship,4,4,"1,500,000","1,500,000",987601,895422
4875,508206,,Ship,4,4,"2,100,000","2,100,000",531975,139481
4876,776064,,Ship,4,5,"7,600,000","7,600,000",850445,569780
4877,834752,,Ship,4,2,"3,900,000","3,900,000",464283,116008
4878,910090,,Ship,3,3,"6,700,000","6,700,000",108153,266785
4879,706964,,Ship,2,1,"4,500,000","4,500,000",335710,769843
4880,522013,,Ship,5,1,"5,800,000","5,800,000",455390,294973
4881,553483,,Ship,3,3,"5,200,000","5,200,000",904944,644233
4882,242189,,Ship,4,5,"5,200,000","5,200,000",691404,531589
4883,101162,,Ship,4,3,"6,900,000","6,900,000",134655,783610
4884,707180,,Ship,2,1,"8,800,000","8,800,000",325859,898915
4885,252921,,Ship,3,4,"7,500,000","7,500,000",575679,728038
4886,594622,,Ship,5,1,"2,200,000","2,200,000",934201,712705
4887,347987,,Ship,4,2,"3,600,000","3,600,000",228864,170559
4888,555291,,Ship,5,2,"5,400,000","5,400,000",717640,605230
4889,364127,,Ship,6,5,"5,600,000","5,600,000",146530,374050
4890,592010,,Ship,5,5,"2,800,000","2,800,000",983156,195034
4891,407259,,Ship,3,4,"1,100,000","1,100,000",179294,974256
4892,690276,,Ship,3,4,"6,400,000","6,400,000",813611,914112
4893,541653,,Ship,5,1,"3,300,000","3,300,000",517686,428139
4894,298770,,Ship,3,4,"3,000,000","3,000,000",483062,425225
4895,157331,,Ship,6,5,"5,300,000","5,300,000",549040,243064
4896,421244,,Ship,3,3,"7,200,000","7,200,000",804195,658819
4897,605678,,Ship,3,1,"5,400,000","5,400,000",882947,209539
4898,310230,,Ship,5,3,"1,500,000","1,500,000",754028,886628
4899,120953,,Ship,4,5,"1,700,000","1,700,000",596111,345681
4900,668269,,Ship,5,5,"7,300,000","7,300,000",703066,212233
4901,287790,,Ship,4,4,"2,200,000","2,200,000",612215,874890
4902,102675,,Ship,4,3,"3,700,000","3,700,000",743831,152234
4903,103481,,Ship,5,1,"4,600,000","4,600,000",709479,225009
4904,579080,,Ship,4,3,"6,600,000","6,600,000",240883,507816
4905,633118,,Ship,3,1,"4,000,000","4,000,000",886075,332422
4906,278953,,Road,3,2,"5,900,000","5,900,000",343841,483590
4907,438139,,Road,3,1,"4,000,000","4,000,000",531448,412226
4908,997134,,Road,3,4,"5,700,000","5,700,000",518403,153415
4909,683123,,Road,3,5,"6,500,000","6,500,000",630560,304733
4910,927779,,Road,3,1,"7,800,000","7,800,000",907870,414159
4911,776068,,Road,2,1,"2,400,000","2,400,000",641944,889714
4912,595768,,Road,3,4,"3,300,000","3,300,000",381844,932349
4913,640633,,Road,4,4,"8,300,000","8,300,000",479298,751589
4914,888254,,Road,3,1,"1,600,000","1,600,000",749717,198434
4915,853221,,Road,4,4,"8,900,000","8,900,000",547288,159030
4916,294207,,Road,3,2,"8,600,000","8,600,000",434917,724959
4917,687460,,Road,3,1,"5,800,000","5,800,000",287335,199553
4918,933955,,Road,4,5,"7,100,000","7,100,000",941769,392523
4919,715531,,Road,3,3,"6,200,000","6,200,000",371335,716072
4920,880587,,Road,2,1,"6,300,000","6,300,000",815447,159177
4921,803844,,Road,4,3,"2,200,000","2,200,000",491335,875769
4922,781639,,Road,5,3,"5,200,000","5,200,000",194915,599030
4923,897891,,Road,3,1,"8,400,000","8,400,000",554421,956550
4924,713540,,Road,4,5,"6,700,000","6,700,000",684346,904116
4925,255098,,Road,4,4,"9,700,000","9,700,000",518790,321778
4926,146471,,Road,4,4,"4,200,000","4,200,000",787822,227950
4927,548585,,Road,4,5,"4,700,000","4,700,000",596108,420003
4928,930431,,Flight,5,5,"3,100,000","3,100,000",361852,898403
4929,736484,,Flight,2,5,"6,600,000","6,600,000",483155,638537
4930,299704,,Flight,5,1,"6,200,000","6,200,000",345311,562282
4931,468112,,Flight,2,2,"1,900,000","1,900,000",459832,321276
4932,243189,,Flight,4,3,"1,800,000","1,800,000",487629,619823
4933,838439,,Flight,5,1,"4,800,000","4,800,000",153792,848248
4934,148883,,Flight,5,4,"8,500,000","8,500,000",211213,375926
4935,514720,,Flight,4,4,"1,000,000","1,000,000",687048,143738
4936,177664,,Flight,3,2,"3,500,000","3,500,000",117255,785053
4937,431376,,Flight,5,2,"7,500,000","7,500,000",723429,304016
4938,553176,,Flight,3,4,"7,300,000","7,300,000",370585,341073
4939,164482,,Flight,4,4,"2,400,000","2,400,000",596721,207850
4940,513098,,Flight,3,4,"8,600,000","8,600,000",225013,409798
4941,410481,,Flight,3,5,"5,300,000","5,300,000",436103,887010
4942,736690,,Flight,5,2,"6,000,000","6,000,000",684479,561909
4943,532612,,Flight,5,2,"3,300,000","3,300,000",163771,936157
4944,703126,,Flight,3,5,"6,400,000","6,400,000",519398,523323
4945,189038,,Flight,4,1,"5,400,000","5,400,000",766961,446023
4946,484561,,Flight,5,1,"6,800,000","6,800,000",793257,584788
4947,148645,,Flight,5,2,"6,400,000","6,400,000",247647,956477
4948,982747,,Flight,4,5,"9,300,000","9,300,000",587985,928970
4949,583008,,Flight,5,4,"5,900,000","5,900,000",157482,531382
4950,871350,,Ship,5,5,"9,900,000","9,900,000",506612,617628
4951,479605,,Ship,3,3,"8,800,000","8,800,000",549329,998941
4952,844884,,Ship,5,4,"7,800,000","7,800,000",391258,543119
4953,317534,,Ship,4,2,"6,800,000","6,800,000",610746,253054
4954,276733,,Ship,3,3,"3,300,000","3,300,000",402421,934530
4955,139368,,Ship,4,4,"4,500,000","4,500,000",300059,399686
4956,666840,,Ship,2,2,"9,100,000","9,100,000",378949,806899
4957,660192,,Ship,3,3,"4,900,000","4,900,000",270960,232678
4958,298844,,Ship,6,4,"3,900,000","3,900,000",606721,858510
4959,345667,,Ship,5,4,"2,700,000","2,700,000",492102,457800
4960,167359,,Ship,5,5,"7,000,000","7,000,000",857646,179628
4961,122056,,Ship,2,4,"4,000,000","4,000,000",467823,305052
4962,792396,,Ship,3,3,"5,200,000","5,200,000",170356,395884
4963,614116,,Ship,4,5,"4,900,000","4,900,000",965525,616450
4964,959831,,Ship,5,1,"2,500,000","2,500,000",477394,753152
4965,821711,,Ship,4,1,"7,800,000","7,800,000",449838,820196
4966,717501,,Ship,4,4,"9,000,000","9,000,000",177065,384374
4967,684914,,Ship,4,1,"4,100,000","4,100,000",781621,839346
4968,323895,,Ship,3,1,"6,200,000","6,200,000",272228,305197
4969,231308,,Ship,3,3,"7,600,000","7,600,000",799193,652117
4970,177269,,Ship,4,3,"6,400,000","6,400,000",598130,900850
4971,805264,,Ship,5,5,"1,000,000","1,000,000",529911,164106
4972,794809,,Ship,2,5,"9,100,000","9,100,000",958681,574336
4973,855235,,Ship,3,5,"3,100,000","3,100,000",506386,964060
4974,971836,,Ship,3,2,"6,700,000","6,700,000",759281,686476
4975,798506,,Ship,5,4,"5,100,000","5,100,000",647020,329362
4976,247118,,Ship,4,2,"8,700,000","8,700,000",684417,773905
4977,113064,,Ship,4,5,"9,400,000","9,400,000",681413,815950
4978,523841,,Ship,4,2,"7,000,000","7,000,000",647208,922505
4979,235815,,Ship,4,1,"9,400,000","9,400,000",998084,877108
4980,333544,,Ship,4,5,"5,900,000","5,900,000",757778,189256
4981,567544,,Ship,3,1,"4,100,000","4,100,000",640094,616878
4982,559999,,Ship,3,2,"4,600,000","4,600,000",970128,549230
4983,861088,,Ship,3,3,"5,000,000","5,000,000",161373,502711
4984,649951,,Ship,4,3,"4,800,000","4,800,000",817870,658138
4985,584210,,Ship,4,2,"5,300,000","5,300,000",690177,921347
4986,258659,,Ship,6,1,"6,400,000","6,400,000",186125,671194
4987,387930,,Ship,7,1,"4,900,000","4,900,000",460899,113786
4988,273129,,Ship,6,4,"4,000,000","4,000,000",300365,918441
4989,687878,,Ship,6,5,"3,800,000","3,800,000",580916,423413
4990,156356,,Ship,2,4,"3,200,000","3,200,000",375184,744561
4991,721668,,Ship,2,3,"8,500,000","8,500,000",893865,507848
4992,254887,,Ship,6,2,"2,200,000","2,200,000",850071,741913
4993,114150,,Ship,6,2,"6,800,000","6,800,000",477193,341438
4994,605143,,Ship,3,5,"2,200,000","2,200,000",597519,575074
4995,306585,,Ship,3,3,"5,300,000","5,300,000",508105,233787
4996,449027,,Ship,4,4,"5,800,000","5,800,000",523513,119987
4997,436207,,Ship,5,2,"8,400,000","8,400,000",183433,774772
4998,540610,,Ship,2,2,"9,600,000","9,600,000",617492,635599
4999,959409,,Ship,3,3,"4,400,000","4,400,000",860627,574598
5000,490609,,Ship,3,3,"3,900,000","3,900,000",985976,975240
5001,777569,,Ship,5,3,"1,500,000","1,500,000",238721,674342
5002,588298,,Ship,4,5,"4,900,000","4,900,000",849423,851564
5003,977274,,Ship,4,2,"8,500,000","8,500,000",260095,803993
5004,803885,,Ship,4,5,"2,600,000","2,600,000",695880,775341
5005,739813,,Ship,4,3,"5,400,000","5,400,000",891515,158598
5006,831121,,Ship,4,4,"7,800,000","7,800,000",880105,101101
5007,409676,,Ship,3,4,"4,500,000","4,500,000",130068,878978
5008,782402,,Ship,3,3,"1,900,000","1,900,000",183749,589803
5009,944561,,Ship,3,2,"9,800,000","9,800,000",810067,741312
5010,286448,,Ship,4,3,"5,200,000","5,200,000",453279,299072
5011,160188,,Ship,4,3,"9,900,000","9,900,000",429451,995406
5012,360361,,Ship,6,2,"9,200,000","9,200,000",610881,420736
5013,851055,,Ship,7,3,"7,400,000","7,400,000",801524,887634
5014,986199,,Ship,6,5,"7,000,000","7,000,000",599715,179255
5015,191086,,Ship,6,2,"1,400,000","1,400,000",383990,325800
5016,461201,,Ship,2,3,"5,300,000","5,300,000",397067,706598
5017,241958,,Ship,2,3,"3,300,000","3,300,000",816566,935868
5018,305419,,Ship,5,2,"1,800,000","1,800,000",241858,484311
5019,580810,,Ship,7,1,"9,700,000","9,700,000",440405,287262
5020,500627,,Ship,6,4,"5,300,000","5,300,000",391012,845402
5021,208361,,Ship,6,3,"8,400,000","8,400,000",952660,954766
5022,755497,,Ship,6,2,"4,400,000","4,400,000",248252,364630
5023,376921,,Ship,6,4,"2,700,000","2,700,000",342324,490383
5024,169026,,Ship,6,5,"8,300,000","8,300,000",641761,264112
5025,241042,,Ship,7,2,"6,000,000","6,000,000",849609,548994
5026,251963,,Ship,6,5,"8,800,000","8,800,000",455602,914224
5027,668678,,Ship,6,3,"8,900,000","8,900,000",525203,986464
5028,303002,,Ship,7,4,"3,500,000","3,500,000",547862,235256
5029,935916,,Ship,3,5,"9,100,000","9,100,000",899079,842353
5030,822179,,Ship,6,5,"7,100,000","7,100,000",375343,561891
5031,940440,,Ship,6,3,"3,700,000","3,700,000",946780,804025
5032,703257,,Ship,6,4,"2,800,000","2,800,000",842732,433270
5033,653888,,Ship,6,5,"8,500,000","8,500,000",925473,554558
5034,488664,,Ship,6,5,"7,500,000","7,500,000",192343,832640
5035,965938,,Ship,7,5,"8,700,000","8,700,000",602892,589864
5036,803430,,Ship,4,5,"8,400,000","8,400,000",354306,437024
5037,559441,,Ship,6,3,"4,800,000","4,800,000",167781,450674
5038,317713,,Ship,6,2,"9,100,000","9,100,000",348171,566366
5039,653432,,Ship,6,1,"6,100,000","6,100,000",361226,823952
5040,474666,,Ship,6,5,"5,100,000","5,100,000",921686,107920
5041,719795,,Ship,7,3,"9,000,000","9,000,000",385509,699151
5042,706028,,Ship,6,2,"9,000,000","9,000,000",172096,280894
5043,834979,,Road,6,3,"3,900,000","3,900,000",190386,197015
5044,243387,,Road,4,2,"3,000,000","3,000,000",485847,655745
5045,753400,,Road,3,5,"8,400,000","8,400,000",320356,603220
5046,208510,,Road,4,1,"9,000,000","9,000,000",260542,171791
5047,228804,,Road,4,1,"8,200,000","8,200,000",541223,450203
5048,424570,,Road,4,4,"3,000,000","3,000,000",974066,595812
5049,847886,,Road,5,1,"9,300,000","9,300,000",758438,766428
5050,947266,,Road,4,1,"9,600,000","9,600,000",754897,834070
5051,562543,,Road,4,3,"2,500,000","2,500,000",541487,691366
5052,268264,,Road,3,1,"6,100,000","6,100,000",471406,141360
5053,273030,,Road,4,1,"9,800,000","9,800,000",838849,726609
5054,425760,,Road,4,4,"7,800,000","7,800,000",320305,140344
5055,178046,,Road,3,4,"3,200,000","3,200,000",544868,478784
5056,636744,,Road,5,3,"1,000,000","1,000,000",513773,141010
5057,113814,,Road,3,3,"1,300,000","1,300,000",687739,898590
5058,401835,,Road,4,2,"9,900,000","9,900,000",811863,487834
5059,801080,,Road,4,4,"2,700,000","2,700,000",183919,748039
5060,452226,,Road,4,3,"6,900,000","6,900,000",699884,550380
5061,225628,,Road,5,1,"7,200,000","7,200,000",916830,599332
5062,195688,,Road,4,2,"4,200,000","4,200,000",796369,439163
5063,754671,,Road,6,2,"1,400,000","1,400,000",677706,566061
5064,564039,,Road,4,2,"8,600,000","8,600,000",436102,819509
5065,163678,,Flight,3,5,"9,100,000","9,100,000",724891,870984
5066,301723,,Flight,5,2,"4,500,000","4,500,000",969020,941425
5067,709598,,Flight,4,2,"8,900,000","8,900,000",306192,539358
5068,985671,,Flight,4,5,"6,500,000","6,500,000",459868,424023
5069,109553,,Flight,5,2,"9,500,000","9,500,000",336423,934485
5070,161377,,Flight,3,5,"4,300,000","4,300,000",146858,497825
5071,794044,,Flight,5,1,"7,400,000","7,400,000",762280,540846
5072,714485,,Flight,4,5,"1,200,000","1,200,000",568699,295933
5073,419807,,Flight,5,1,"8,500,000","8,500,000",965010,257845
5074,782100,,Flight,3,1,"8,000,000","8,000,000",250887,508728
5075,588915,,Flight,4,5,"4,400,000","4,400,000",943186,504475
5076,211020,,Flight,3,1,"8,600,000","8,600,000",396187,925111
5077,995170,,Flight,3,5,"7,100,000","7,100,000",141651,887979
5078,165777,,Flight,3,2,"4,400,000","4,400,000",451223,446769
5079,909245,,Flight,4,3,"6,300,000","6,300,000",764923,422456
5080,155983,,Flight,4,1,"3,300,000","3,300,000",518983,992205
5081,286131,,Flight,5,3,"9,900,000","9,900,000",180700,791927
5082,613614,,Flight,5,4,"2,900,000","2,900,000",525205,823282
5083,530186,,Flight,3,1,"1,400,000","1,400,000",335930,472611
5084,719573,,Flight,3,4,"2,700,000","2,700,000",809900,607233
5085,138912,,Flight,4,5,"4,100,000","4,100,000",448321,516681
5086,543237,,Flight,4,3,"1,100,000","1,100,000",898388,893711
5087,852065,,Ship,4,3,"2,500,000","2,500,000",583595,588898
5088,899714,,Ship,5,2,"8,700,000","8,700,000",605180,826899
5089,864982,,Ship,3,2,"4,000,000","4,000,000",688350,309665
5090,853579,,Ship,2,4,"7,100,000","7,100,000",165647,977228
5091,676643,,Ship,4,4,"9,900,000","9,900,000",526214,482956
5092,358437,,Ship,4,4,"5,700,000","5,700,000",802823,844914
5093,604913,,Ship,3,5,"7,400,000","7,400,000",301242,394031
5094,973167,,Ship,5,3,"3,200,000","3,200,000",783398,457852
5095,610338,,Ship,4,3,"5,800,000","5,800,000",368992,266199
5096,612344,,Ship,3,4,"8,900,000","8,900,000",584591,825050
5097,662434,,Ship,5,3,"7,300,000","7,300,000",306674,718290
5098,517766,,Ship,5,4,"5,800,000","5,800,000",973204,933284
5099,297390,,Ship,5,5,"5,200,000","5,200,000",525929,342430
5100,864746,,Ship,3,5,"8,900,000","8,900,000",433107,621451
5101,815460,,Ship,3,5,"3,900,000","3,900,000",673673,212398
5102,742736,,Ship,4,3,"4,400,000","4,400,000",622066,372562
5103,602628,,Ship,2,4,"6,300,000","6,300,000",257060,700046
5104,188437,,Ship,5,3,"9,400,000","9,400,000",952432,861988
5105,339436,,Ship,2,5,"4,500,000","4,500,000",740977,581831
5106,301834,,Ship,4,3,"6,900,000","6,900,000",222535,564322
5107,754375,,Ship,6,1,"1,400,000","1,400,000",768199,594927
5108,210962,,Ship,6,1,"9,500,000","9,500,000",603679,791130
5109,996772,,Ship,4,3,"6,600,000","6,600,000",138096,256277
5110,463277,,Ship,5,3,"5,300,000","5,300,000",746039,856662
5111,443675,,Ship,3,4,"4,100,000","4,100,000",999207,151880
5112,981274,,Ship,3,3,"5,900,000","5,900,000",423799,650503
5113,333519,,Ship,4,3,"2,000,000","2,000,000",734830,899916
5114,965541,,Ship,5,4,"2,700,000","2,700,000",833370,588927
5115,283153,,Ship,5,3,"6,800,000","6,800,000",933901,499015
5116,998493,,Ship,3,2,"7,000,000","7,000,000",853739,790403
5117,214330,,Ship,4,1,"3,800,000","3,800,000",450850,249166
5118,570493,,Ship,3,3,"1,100,000","1,100,000",972148,588442
5119,363033,,Ship,5,2,"5,900,000","5,900,000",145019,641485
5120,260135,,Ship,3,5,"7,300,000","7,300,000",169156,399353
5121,675677,,Ship,5,2,"1,000,000","1,000,000",816376,686287
5122,410814,,Ship,3,1,"3,100,000","3,100,000",357634,173273
5123,583469,,Ship,4,5,"4,200,000","4,200,000",117663,378808
5124,586649,,Ship,2,4,"9,700,000","9,700,000",856285,368907
5125,509784,,Ship,3,3,"6,800,000","6,800,000",437162,610818
5126,764026,,Ship,2,2,"6,500,000","6,500,000",656022,773022
5127,415488,,Ship,3,5,"5,300,000","5,300,000",977760,695627
5128,521324,,Ship,4,5,"9,600,000","9,600,000",957558,713819
5129,591164,,Ship,3,3,"4,800,000","4,800,000",298037,760910
5130,198837,,Ship,2,1,"8,600,000","8,600,000",634085,112810
5131,458510,,Ship,4,5,"7,700,000","7,700,000",742840,442799
5132,118045,,Ship,5,1,"9,500,000","9,500,000",702158,996103
5133,417985,,Ship,4,4,"3,400,000","3,400,000",884368,426766
5134,782246,,Ship,4,5,"5,400,000","5,400,000",455922,806809
5135,484811,,Ship,4,4,"9,700,000","9,700,000",765914,892581
5136,864321,,Ship,4,4,"5,800,000","5,800,000",355843,577578
5137,827622,,Ship,4,1,"2,700,000","2,700,000",711059,427437
5138,280500,,Ship,3,5,"4,600,000","4,600,000",932048,182182
5139,642417,,Ship,4,2,"5,400,000","5,400,000",381942,295685
5140,406346,,Ship,3,4,"2,200,000","2,200,000",323531,128840
5141,727662,,Ship,4,5,"9,200,000","9,200,000",814129,251515
5142,495091,,Ship,4,5,"1,800,000","1,800,000",656858,426033
5143,889811,,Ship,4,1,"2,900,000","2,900,000",874428,949261
5144,248447,,Ship,5,2,"1,800,000","1,800,000",886546,380122
5145,592590,,Ship,2,3,"9,400,000","9,400,000",376919,866985
5146,197675,,Ship,5,4,"5,400,000","5,400,000",401090,783350
5147,380268,,Ship,3,4,"4,200,000","4,200,000",694559,267368
5148,555980,,Ship,3,4,"6,800,000","6,800,000",924575,694251
5149,709817,,Ship,5,3,"8,200,000","8,200,000",375786,642542
5150,555046,,Ship,3,1,"6,700,000","6,700,000",461767,854278
5151,448012,,Ship,4,1,"7,500,000","7,500,000",643521,564109
5152,439882,,Ship,4,3,"3,400,000","3,400,000",562908,892183
5153,592878,,Ship,3,1,"8,400,000","8,400,000",581605,511621
5154,401916,,Ship,3,4,"8,900,000","8,900,000",683516,406071
5155,829926,,Ship,2,4,"2,700,000","2,700,000",498707,128821
5156,505865,,Ship,4,3,"5,500,000","5,500,000",228678,515180
5157,767824,,Ship,5,4,"8,200,000","8,200,000",179949,926580
5158,615251,,Ship,4,2,"4,600,000","4,600,000",528789,136166
5159,649377,,Ship,4,3,"5,300,000","5,300,000",104906,974652
5160,236249,,Ship,5,2,"8,400,000","8,400,000",174918,433110
5161,709382,,Ship,4,2,"5,900,000","5,900,000",801052,170890
5162,359550,,Ship,4,3,"2,500,000","2,500,000",819100,513319
5163,861742,,Ship,3,3,"3,800,000","3,800,000",857351,626082
5164,623321,,Ship,4,5,"9,400,000","9,400,000",466384,368825
5165,205246,,Ship,4,2,"7,800,000","7,800,000",606982,637767
5166,371753,,Ship,5,5,"7,500,000","7,500,000",619938,299473
5167,786071,,Ship,5,4,"9,100,000","9,100,000",376918,978718
5168,255081,,Ship,2,5,"4,200,000","4,200,000",491040,845587
5169,306664,,Ship,5,4,"4,900,000","4,900,000",936245,542892
5170,404794,,Ship,4,1,"6,500,000","6,500,000",849879,148545
5171,528361,,Ship,3,1,"1,800,000","1,800,000",120950,183287
5172,143141,,Ship,3,3,"3,700,000","3,700,000",683095,609331
5173,304666,,Ship,3,2,"3,500,000","3,500,000",162556,184091
5174,974842,,Ship,3,3,"7,900,000","7,900,000",619122,682757
5175,928563,,Ship,5,3,"9,200,000","9,200,000",796871,209488
5176,475502,,Ship,5,3,"7,900,000","7,900,000",606901,868476
5177,126377,,Ship,5,4,"4,200,000","4,200,000",775396,428875
5178,112450,,Ship,3,2,"1,700,000","1,700,000",490805,273957
5179,704876,,Ship,3,5,"3,700,000","3,700,000",538438,890714
5180,204816,,Road,4,5,"3,100,000","3,100,000",699476,240561
5181,867193,,Road,4,4,"7,100,000","7,100,000",262555,789548
5182,669618,,Road,4,3,"9,200,000","9,200,000",887268,358546
5183,229013,,Road,4,1,"4,700,000","4,700,000",779627,893285
5184,822872,,Road,2,2,"7,700,000","7,700,000",582163,317804
5185,286545,,Road,3,2,"1,800,000","1,800,000",739904,766244
5186,215972,,Road,5,4,"3,700,000","3,700,000",106818,978265
5187,462127,,Road,4,5,"9,800,000","9,800,000",581709,362148
5188,905978,,Road,5,5,"8,600,000","8,600,000",218723,270533
5189,392364,,Road,3,1,"1,000,000","1,000,000",423084,925066
5190,371365,,Road,5,1,"9,100,000","9,100,000",671844,522096
5191,125388,,Road,4,4,"8,900,000","8,900,000",238392,649150
5192,109876,,Road,5,5,"4,000,000","4,000,000",641718,882348
5193,424784,,Road,5,4,"9,600,000","9,600,000",966638,408697
5194,315769,,Road,4,4,"4,000,000","4,000,000",712412,420776
5195,148842,,Road,4,2,"2,700,000","2,700,000",776424,348941
5196,277299,,Road,3,4,"1,800,000","1,800,000",797123,910051
5197,220592,,Road,3,3,"5,600,000","5,600,000",167657,229748
5198,453697,,Road,3,1,"1,200,000","1,200,000",194555,204452
5199,779613,,Road,5,5,"4,100,000","4,100,000",155245,458822
5200,178434,,Road,5,4,"8,900,000","8,900,000",865051,843314
5201,402728,,Road,5,5,"2,900,000","2,900,000",115428,800514
5202,414260,,Flight,3,1,"8,800,000","8,800,000",487683,754401
5203,914733,,Flight,4,1,"3,700,000","3,700,000",736665,801438
5204,775037,,Flight,3,4,"7,000,000","7,000,000",521173,376121
5205,828042,,Flight,5,2,"3,100,000","3,100,000",270871,176916
5206,158635,,Flight,3,5,"6,000,000","6,000,000",305643,210301
5207,870885,,Flight,5,5,"9,900,000","9,900,000",656282,438598
5208,691250,,Flight,5,3,"2,300,000","2,300,000",306567,428745
5209,626060,,Flight,4,1,"1,800,000","1,800,000",247139,461128
5210,440393,,Flight,4,5,"7,200,000","7,200,000",780514,952009
5211,474799,,Flight,5,4,"5,500,000","5,500,000",675028,489132
5212,429599,,Flight,3,2,"6,400,000","6,400,000",741369,667046
5213,399422,,Flight,4,2,"8,800,000","8,800,000",776293,523108
5214,954376,,Flight,7,3,"7,200,000","7,200,000",525564,856203
5215,430434,,Flight,6,2,"9,900,000","9,900,000",593398,754157
5216,606427,,Flight,6,4,"5,900,000","5,900,000",161927,463657
5217,774855,,Flight,6,2,"1,900,000","1,900,000",349130,620041
5218,814777,,Flight,6,4,"9,200,000","9,200,000",526827,356575
5219,199050,,Flight,6,3,"4,700,000","4,700,000",573274,112391
5220,259749,,Flight,7,5,"9,700,000","9,700,000",624108,602539
5221,402818,,Flight,6,3,"6,300,000","6,300,000",909482,721077
5222,405216,,Flight,6,5,"9,900,000","9,900,000",765523,339355
5223,265221,,Flight,4,5,"5,700,000","5,700,000",689909,605168
5224,381879,,Ship,5,1,"1,400,000","1,400,000",518540,523291
5225,155354,,Ship,3,1,"4,700,000","4,700,000",124080,587995
5226,187847,,Ship,5,1,"1,100,000","1,100,000",686847,670815
5227,180384,,Ship,4,1,"5,600,000","5,600,000",729387,805130
5228,546512,,Ship,5,1,"8,100,000","8,100,000",101912,373503
5229,164887,,Ship,5,1,"8,900,000","8,900,000",341001,533386
5230,427303,,Ship,4,2,"1,500,000","1,500,000",595224,670629
5231,478572,,Ship,4,3,"9,200,000","9,200,000",820647,119566
5232,142260,,Ship,3,4,"1,700,000","1,700,000",337275,692947
5233,956665,,Ship,3,3,"7,800,000","7,800,000",944051,494111
5234,329409,,Ship,3,5,"1,000,000","1,000,000",106783,194465
5235,766428,,Ship,5,5,"3,200,000","3,200,000",237607,880629
5236,987384,,Ship,5,2,"6,900,000","6,900,000",387238,197303
5237,773944,,Ship,5,5,"6,800,000","6,800,000",264480,696547
5238,429001,,Ship,3,1,"8,700,000","8,700,000",134848,742267
5239,439255,,Ship,4,1,"9,700,000","9,700,000",490248,358560
5240,763182,,Ship,3,1,"8,400,000","8,400,000",209716,886278
5241,937199,,Ship,5,3,"1,500,000","1,500,000",388618,928306
5242,901418,,Ship,3,4,"9,300,000","9,300,000",420090,492980
5243,595483,,Ship,5,5,"4,400,000","4,400,000",526015,600792
5244,438580,,Ship,5,5,"9,100,000","9,100,000",379608,193226
5245,201106,,Ship,4,2,"7,900,000","7,900,000",533743,236745
5246,429994,,Ship,4,4,"8,100,000","8,100,000",518728,943322
5247,748554,,Ship,5,2,"1,000,000","1,000,000",321495,502768
5248,979191,,Ship,3,1,"1,000,000","1,000,000",183177,498566
5249,793655,,Ship,4,1,"8,400,000","8,400,000",484703,776373
5250,273511,,Ship,7,5,"8,000,000","8,000,000",707328,331469
5251,989990,,Ship,6,2,"5,300,000","5,300,000",431151,547262
5252,760396,,Ship,6,4,"8,700,000","8,700,000",389565,456779
5253,651339,,Ship,6,5,"3,900,000","3,900,000",592369,599097
5254,866155,,Ship,6,4,"8,400,000","8,400,000",817681,520785
5255,938665,,Ship,6,3,"4,800,000","4,800,000",739754,617897
5256,100390,,Ship,7,2,"2,600,000","2,600,000",420735,158714
5257,215393,,Ship,6,5,"8,500,000","8,500,000",193019,488496
5258,701628,,Ship,6,1,"8,200,000","8,200,000",764904,989168
5259,930362,,Ship,7,3,"2,100,000","2,100,000",963459,289335
5260,928050,,Ship,7,5,"8,000,000","8,000,000",311109,645155
5261,241540,,Ship,6,5,"3,700,000","3,700,000",937128,180764
5262,905162,,Ship,6,4,"8,700,000","8,700,000",626264,858894
5263,950753,,Ship,6,4,"8,000,000","8,000,000",249414,998434
5264,434358,,Ship,7,4,"1,800,000","1,800,000",105042,917256
5265,542444,,Ship,6,1,"7,500,000","7,500,000",887491,177096
5266,149493,,Ship,6,3,"4,800,000","4,800,000",798377,857345
5267,577614,,Ship,6,2,"7,300,000","7,300,000",260915,708972
5268,262817,,Ship,6,2,"3,500,000","3,500,000",718406,363088
5269,117433,,Ship,7,2,"2,900,000","2,900,000",253466,275319
5270,636528,,Ship,6,4,"4,200,000","4,200,000",137594,958463
5271,643551,,Ship,6,4,"7,200,000","7,200,000",683044,107512
